datasetid;recordid;record_timestamp;titre;commune;auteur;code_insee;nombre_de_prets_2017
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;85db7be714ccc5fada9e6fe71715455a3e553c74;2018-07-11T14:46:04+02:00;Le Signe de Zorro;Cesson-Sévigné;Niblo Fred;35051.0;0.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;956edc4a95134429fc5866e94d6f310088367873;2018-07-11T14:46:04+02:00;Mary et Max;Cesson-Sévigné;Elliot Adam;35051.0;0.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;1f48ac1bda0183d074484ff68e2120ee938974da;2018-07-11T14:46:04+02:00;Yossi;Cesson-Sévigné;Fox Eytan;35051.0;0.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f51bd3f3de6e6c6a278f63bb99f5806027284bbf;2018-07-11T14:46:04+02:00;Elle s'appelait Sarah;Cesson-Sévigné;Paquet-Brenner Gilles;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;d85ed65cb0cc659b625c462c5279f5839a11c44f;2018-07-11T14:46:04+02:00;Kingsman - Services secrets;Cesson-Sévigné;Vaughn Matthew;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;e33796330b7bfa6079b804bbd9b351f98a643779;2018-07-11T14:46:04+02:00;Cinéma paradiso;Cesson-Sévigné;Tornatore Giuseppe;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7709c9a5b89e7e96a1c61b0e8078ae860831de0b;2018-07-11T14:46:04+02:00;Sherlock Holmes;Cesson-Sévigné;Ritchie Guy;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;16996f6b43ebc946daf1e2de377c82463b058582;2018-07-11T14:46:04+02:00;Damages;Cesson-Sévigné;Coulter Allen;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;86f68ba2ff7f679d72062e35791ac13e3ff80911;2018-07-11T14:46:04+02:00;la Panthère rose - Les cartoons : la vie en rose;Cesson-Sévigné;Freleng Fritz;35051.0;15.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c092960282cd44b99de1645c44e288991ad95df7;2018-07-11T14:46:04+02:00;Manchester by the sea;Cesson-Sévigné;Lonegarn Kenneth;35051.0;14.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;5da961631cb9fd121357b965fe251287b4bb425d;2018-07-11T14:46:04+02:00;Tout pour être heureux;Cesson-Sévigné;Gelblat Cyril;35051.0;17.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;4d0a4343976d235cd8175fb9d8d3d3656310957f;2018-07-11T14:46:04+02:00;La Famille Bélier;Cesson-Sévigné;Lartigau Eric;35051.0;14.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;52238249fd7845fafa2985e4d550f10cee84f483;2018-07-11T14:46:04+02:00;Mission : Noël;Cesson-Sévigné;Smith Sarah;35051.0;14.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;8df7e8e3b9114e66e8e4eb2a7804045b1500f627;2018-07-11T14:46:04+02:00;Coup d'éclat;Cesson-Sévigné;Alcala José;35051.0;14.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f4818bd4e1db2f6a9d6642d2ec8167422f435e88;2018-07-11T14:46:04+02:00;Margin Call;Cesson-Sévigné;Chandor J.C.;35051.0;16.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;dd28dcc9a00bc9422985794434d6702670a93bdf;2018-07-11T14:46:04+02:00;Wild;Cesson-Sévigné;Vallée Jean-Marc;35051.0;14.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;b591869b44d6380f8cbf86e48f55b1ae8e701c7c;2018-07-11T14:46:04+02:00;Avatar;Cesson-Sévigné;Cameron James;35051.0;14.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;a0cc21e6f3892be766add5f185149995ded97041;2018-07-11T14:46:04+02:00;Xavier Beauvois - Selon Matthieu / Le Petit Lieutenant;Cesson-Sévigné;Beauvois Xavier;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;1e0d18a9e9ba6a2abf59d9ff855557fc1c711f2f;2018-07-11T14:46:04+02:00;Le Parrain : remastérisé par F. Coppola;Cesson-Sévigné;Coppola Francis Ford;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;51f3db4c218d3541ef903c7d6b21d0a2f42609cf;2018-07-11T14:46:04+02:00;Treme - Saison 2;Cesson-Sévigné;Cellan-Jones Simon;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;03ce1cbf6dbb3b4f2c3142958143451da7b4169f;2018-07-11T14:46:04+02:00;La loi et l'ordre;Cesson-Sévigné;Leone Sergio;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;52f2c41730dd0845e8d1a53fa39b98c7b8b2c830;2018-07-11T14:46:04+02:00;Charlie's country;Cesson-Sévigné;de Heer Rolf;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ba27fd9173576dba845be6b136e7560bfd034da7;2018-07-11T14:46:04+02:00;La Boîte noire;Cesson-Sévigné;Berry Richard;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9404a662cc403f62ebd94c57929c5ea27ceec765;2018-07-11T14:46:04+02:00;New York, New York;Cesson-Sévigné;Scorsese Martin;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;4937c152493bf2e46a0ba5da906f9057b0373017;2018-07-11T14:46:04+02:00;Six feet under;Cesson-Sévigné;Garcia Rodrigo;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3996288ec3f05cf8a135219c86666a527d12389a;2018-07-11T14:46:04+02:00;Le Vent se lève;Cesson-Sévigné;Loach Ken;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;baffd5ba8b66b172a29716ae8ec2fbf7ba853cf4;2018-07-11T14:46:04+02:00;Captain fantastic;Cesson-Sévigné;Ross Matt;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;02453a3ed45126f823c2ef02ff9a290f099e09d1;2018-07-11T14:46:04+02:00;Les Invasions barbares / Le déclin de l'empire américain;Cesson-Sévigné;Arcand Denys;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;0ae912ff5120b0df6510530b9d6b52dacf7b4924;2018-07-11T14:46:04+02:00;Thelma, Louise et Chantal;Cesson-Sévigné;Pétré Benoît;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;95d70307a0b8142d9474ed84259b43efeaf03ad2;2018-07-11T14:46:04+02:00;la Nuit du chasseur;Cesson-Sévigné;Laughton Charles;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;e2c0f491fa704f345dcd284a50bc0b4b7a127706;2018-07-11T14:46:04+02:00;Ma part du gâteau;Cesson-Sévigné;Klapisch Cédric;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;04aea8f10fc8413b76b8f1c0177278632b5bc903;2018-07-11T14:46:04+02:00;Thérèse Desqueyroux;Cesson-Sévigné;Miller Claude;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;e3d6076c29d0e8e13b98a9db78a080fda3248bb1;2018-07-11T14:46:04+02:00;La passion d'Augustine;Cesson-Sévigné;Pool Lea;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;dcabcd51808b21d562813d88a0626e34f19264d8;2018-07-11T14:46:04+02:00;The artist;Cesson-Sévigné;Hazanavicius Michel;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7d4ee8d227e0e498e95c877f12613a7ecee435f2;2018-07-11T14:46:04+02:00;American history X;Cesson-Sévigné;Kaye Tony;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7fb7f73991bfd02c352927b55cfdfe31cea59347;2018-07-11T14:46:04+02:00;Two lovers;Cesson-Sévigné;Gray (1969) James;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;36f4b0c063da63c0d59628a35e6fd375b7fed414;2018-07-11T14:46:04+02:00;Jane Eyre;Cesson-Sévigné;Fukunaga Cary;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;77d85ba9108a9dc876ba5813bceb886037abeebc;2018-07-11T14:46:04+02:00;Le Hussard sur le toit;Cesson-Sévigné;Rappeneau Jean-Paul;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9accc5b7da5bf693bb8e662406139ce27a7d5f90;2018-07-11T14:46:04+02:00;Autour de minuit;Cesson-Sévigné;Tavernier Bertrand;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;6ac4a4371309189ba1060d008850bacabf627583;2018-07-11T14:46:04+02:00;Poupoupidou;Cesson-Sévigné;Hustache-Mathieu Gérald;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;696ac0acc04a4588a0ea63acb783f866a82eaf42;2018-07-11T14:46:04+02:00;Va, vis et deviens;Cesson-Sévigné;Mihaileanu Radu;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;560d42adc9ddecda5522258c8b1d966ad9eae800;2018-07-11T14:46:04+02:00;City of Life and Death;Cesson-Sévigné;Chuan Lu;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;359c26576c47a838dc26867564cf2c001f9864a6;2018-07-11T14:46:04+02:00;Tu marcheras sur l'eau;Cesson-Sévigné;Fox Eytan;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;8ab6fcf16c781f0743c55c9d2d1b491d602f3ac6;2018-07-11T14:46:04+02:00;the Pillow book;Cesson-Sévigné;Greenaway Peter;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;4e9ab3ff48121327685a9eb5144814fcc93576a5;2018-07-11T14:46:04+02:00;Barry Lyndon;Cesson-Sévigné;Kubrick Stanley;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;8c29afbfbac8f42fecf289ac35620f9a8e95664a;2018-07-11T14:46:04+02:00;Bamako;Cesson-Sévigné;Sissako Abderrahmane;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;21e99d2594339a6fbf390e70acbdd85666dd5ad6;2018-07-11T14:46:04+02:00;Bright star;Cesson-Sévigné;Campion Jane;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;22192482f58fb7f9693bdd0da081db516641d61b;2018-07-11T14:46:04+02:00;La Fureur de vivre;Cesson-Sévigné;Ray Nicholas;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f9cf1246dfda73ffe324fd2e8de192183e4738b7;2018-07-11T14:46:04+02:00;Un baiser papillon;Cesson-Sévigné;Silla Karine;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;bc50eabe00bfb2e1a99e162902b4a43827b3b2e8;2018-07-11T14:46:04+02:00;Night moves;Cesson-Sévigné;Reichardt Kelly;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;dbf1677d7a21ebf4ee67f3b3efe69e0a3b617505;2018-07-11T14:46:04+02:00;Inception;Cesson-Sévigné;Nolan Christopher;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;778cffccba05732b63c6582535780d9d622cf2f5;2018-07-11T14:46:04+02:00;Habemus papam;Cesson-Sévigné;Moretti Nanni;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ee284b2b82ccf45dd853741b1b40440a31e3ea38;2018-07-11T14:46:04+02:00;Usual suspects;Cesson-Sévigné;Singer Bryan;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;05c741010a9a45ffb20b6d7cf0f7a1b8c93757b3;2018-07-11T14:46:04+02:00;Le Vilain;Cesson-Sévigné;Dupontel Albert;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;391b9258dd16d26fea85dde450d1435ad50d0bf9;2018-07-11T14:46:04+02:00;Visage;Cesson-Sévigné;Tsai Ming-liang;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;65019da762ca773a06c050b56392c1c651bfb637;2018-07-11T14:46:04+02:00;Gadjo Dilo;Cesson-Sévigné;Gatlif Tony;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ebb898bb14f83115bd5b22e75c8326b4178aa054;2018-07-11T14:46:04+02:00;Lola;Cesson-Sévigné;Mendoza Brillante;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;06255defc45cf047d66deb325340b7d6c490da5d;2018-07-11T14:46:04+02:00;Eternal sunshine of the spotless mind;Cesson-Sévigné;Gondry Michel;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;2327f955828af0731fd3c6dd3fcab10115ecaaeb;2018-07-11T14:46:04+02:00;Le Pont des espions;Cesson-Sévigné;Spielberg Steven;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7f426673e72ddad5eaa2e6de14f5175a5017fb9c;2018-07-11T14:46:04+02:00;Piazza Fontana;Cesson-Sévigné;Giordana Marco Tullio;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;a21fb4180c587b4ba9de066242e88ad30c7b31a8;2018-07-11T14:46:04+02:00;Boulevard du crépuscule;Cesson-Sévigné;Wilder Billy;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;904e6da4e401c5a70964957a3eaacf74bfb40f3a;2018-07-11T14:46:04+02:00;Doc Martin;Cesson-Sévigné;Fages Jean-Michel;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7d86bd4adba6b35de70a20df49d1cc89d1de12d8;2018-07-11T14:46:04+02:00;Tournée;Cesson-Sévigné;Amalric Mathieu;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3ef333b8f70134f8fa6b956053f06656c090df74;2018-07-11T14:46:04+02:00;L' Amour est un crime parfait;Cesson-Sévigné;Larrieu Jean-Marie;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;d34e1655032fcbf64c69ac96585975ee3ea95be5;2018-07-11T14:46:04+02:00;La Princesse de Montpensier;Cesson-Sévigné;Tavernier Bertrand;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;8a5fc913aa3a4f5a1a9c0aa6399ee37f38810b0b;2018-07-11T14:46:04+02:00;Micmacs à tire-larigot;Cesson-Sévigné;Jeunet Jean-Pierre;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;a88ae710d82c9c808785effc59c3eeb488fa019a;2018-07-11T14:46:04+02:00;Arsenic et vieilles dentelles;Cesson-Sévigné;Capra Frank;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;47ec815d378c52851dcac4c2a0e3cc75a8d5d9fe;2018-07-11T14:46:04+02:00;J'enrage de son absence;Cesson-Sévigné;Bonnaire Sandrine;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ef06992bb2b3866e7eebd391cced573a9c44c21d;2018-07-11T14:46:04+02:00;Swim little fish swim;Cesson-Sévigné;Bessis Lola;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;1d08772151d2333b077a8b688b455c706b23f37f;2018-07-11T14:46:04+02:00;Foxcatcher;Cesson-Sévigné;Miller Bennett;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;cce1bbcb8509031d5d1c084c30faf7fed05bb7ee;2018-07-11T14:46:04+02:00;Source Code;Cesson-Sévigné;Jones Duncan;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;4a3f6bb96152c33ab0f5005942520e12f7c7ab4a;2018-07-11T14:46:04+02:00;Dead man;Cesson-Sévigné;Jarmusch Jim;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;fcfdfd37ee233106b778bd2eeceb0b6524dfafd5;2018-07-11T14:46:04+02:00;Zulu;Cesson-Sévigné;Salle Jérôme;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;8db95f42ef52d3ecdc7f76a56725e54db5543caa;2018-07-11T14:46:04+02:00;La Cité des enfants perdus;Cesson-Sévigné;Jeunet Jean-Pierre;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;49dfbc43c774448a067f6ff711a37fb5303fe80c;2018-07-11T14:46:04+02:00;Pushing daisies, vol. 1 et 2;Cesson-Sévigné;Fuller Bryan;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;59643262f3652b103416af53a2d8ea791df7fc09;2018-07-11T14:46:04+02:00;Les Harmonies Werckmeister;Cesson-Sévigné;Tarr Béla;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3adc79c5e8b370e266612d79fe49844ed4b02724;2018-07-11T14:46:04+02:00;La Belle et la bête;Cesson-Sévigné;Cocteau Jean;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ae0e02fce42068331888cb059e3402da90fca0b9;2018-07-11T14:46:04+02:00;Le Vernis craque;Cesson-Sévigné;Janneau Daniel;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;eef46b514132d528134b42d23fc8b7eb0c6e7b40;2018-07-11T14:46:04+02:00;Game of thrones : Le trône de fer : Saison 3;Cesson-Sévigné;Minahan Daniel;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;48cb0c958d73781ae1ac04b98a836e7421647f6d;2018-07-11T14:46:04+02:00;Une famille respectable;Cesson-Sévigné;Bakhshi Massoud;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;86508e73dcb8f3b1a6686e94bfad1c1232365352;2018-07-11T14:46:04+02:00;Good wife (The);Cesson-Sévigné;Alcala Felix Enriquez;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;b71ced1fdcb440f25171e580758594ca865b5d93;2018-07-11T14:46:04+02:00;Les Nouveaux sauvages;Cesson-Sévigné;Szifron Damian;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;763143996ac098d7e1dd52ef2daa0a0053404ae9;2018-07-11T14:46:04+02:00;L' Affaire Farewell;Cesson-Sévigné;Carion Christian;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7ce0fb5af229e345c5d853cc8b76a80b948a8d2e;2018-07-11T14:46:04+02:00;Bliss;Cesson-Sévigné;Barrymore Drew;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;448a3b8d6c92589efb1f4167fac39798a9d01eb0;2018-07-11T14:46:04+02:00;Be happy;Cesson-Sévigné;Leigh Mike;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;d241f57d8e037cac03a8b7c575df2ad8b69aab96;2018-07-11T14:46:04+02:00;Nerve;Cesson-Sévigné;Joost Henry;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;127ed9044cf90d1d54ccd9331718046930610330;2018-07-11T14:46:04+02:00;Captain America - First Avenger;Cesson-Sévigné;Johnston Joe;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3ea5cb49650a3ce68f0695c38f28d2868d0fab40;2018-07-11T14:46:04+02:00;Robert Mitchum est mort;Cesson-Sévigné;Babinet Olivier;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;da8a35a58ca148300f51fd2118c4665ed2df3c15;2018-07-11T14:46:04+02:00;Downton Abbey : saison 2;Cesson-Sévigné;Percival Brian;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;dbf09f7618a3227885101d01720501e0b16a1ef7;2018-07-11T14:46:04+02:00;La Vie rêvée des anges;Cesson-Sévigné;Zonca Erick;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;03e4e98312eb5ecf3aa06c7f0bb6aa059204ff7f;2018-07-11T14:46:04+02:00;Auprès de moi toujours;Cesson-Sévigné;Romanek Mark;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;d9679dda2d3688ed71d4d1f3517a199d4e3ac953;2018-07-11T14:46:04+02:00;Imogène McCarthery;Cesson-Sévigné;Charlot Alexandre;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9216b5a13dec1289ff21cb3225c4429b64919fa9;2018-07-11T14:46:04+02:00;The Ghost writer;Cesson-Sévigné;Polanski Roman;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;195e3f3e566c54e4e8269520b843ecb6353d1ee9;2018-07-11T14:46:04+02:00;Ma vie sans moi;Cesson-Sévigné;Coixet Isabel;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f4f5d1507055252ff5c634bbba1527a5cb92ee5c;2018-07-11T14:46:04+02:00;Mauvaise fille;Cesson-Sévigné;Mille Patrick;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c11b5b3e20674051c5506121ce953ef663854cdd;2018-07-11T14:46:04+02:00;Liberté;Cesson-Sévigné;Gatlif Tony;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;6d3305b9420eb69844a78227449aefc48383401a;2018-07-11T14:46:04+02:00;La Vie des autres;Cesson-Sévigné;Donnersmarck Florian Henckel von;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;cc5b79e82d637bd66c93eb16ff8de4d1f95ed4ec;2018-07-11T14:46:04+02:00;the Constant gardener;Cesson-Sévigné;Meirelles Fernando;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;969e328f24b6eaf2fe2dd96fcbf332b8899c589c;2018-07-11T14:46:04+02:00;Aimer, boire et chanter;Cesson-Sévigné;Resnais Alain;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;fb08bf98d05e69e1693c9879799c7f289fe75a45;2018-07-11T14:46:04+02:00;In the mood for love;Cesson-Sévigné;Wong Kar-wai;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;8878fbbcaebcf72435aaaa017c0592405a7a7eca;2018-07-11T14:46:04+02:00;Histoires enchantées;Cesson-Sévigné;Shankman Adam;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c143c17b0ed5ab5426c4104edb4b29d79f3e3974;2018-07-11T14:46:04+02:00;Le Géant égoïste;Cesson-Sévigné;Barnard Clio;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;631a8662b3f755bc9dea11823d685a04bfc4f283;2018-07-11T14:46:04+02:00;P'tit Quinquin;Cesson-Sévigné;Dumont Bruno;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;6b1bfa8a8c51413505762b8a0f7aba77f44a9142;2018-07-11T14:46:04+02:00;Tamara Drewe;Cesson-Sévigné;Frears Stephen;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c0ee918c3da14b80ecc52b92b6c0ff33303e7e2d;2018-07-11T14:46:04+02:00;Mamma Mia!;Cesson-Sévigné;Lloyd Phyllida;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;658dead11df4efd269bd42063face4be19a9c851;2018-07-11T14:46:04+02:00;Departures;Cesson-Sévigné;Takita Yojiro;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;e9e739cb82fac3004d8cd6a4e71b41bd756acad5;2018-07-11T14:46:04+02:00;Que la fête commence;Cesson-Sévigné;Tavernier Bertrand;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ef447f0712314556007e6b95e8d35aa5396d41bf;2018-07-11T14:46:04+02:00;Dialogue avec mon jardinier;Cesson-Sévigné;Becker Jean;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;1de869e025a0119d397003e7939297ea7b717af3;2018-07-11T14:46:04+02:00;Soyez sympas, rembobinez;Cesson-Sévigné;Gondry Michel;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9e3c178d3b2ab48f0230c1f1b70bd23803f1264e;2018-07-11T14:46:04+02:00;Les Mains en l'air;Cesson-Sévigné;Goupil Romain;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;270c9972aeae2d0f80d3802ebeef90ba66ee9712;2018-07-11T14:46:04+02:00;Tu seras mon fils;Cesson-Sévigné;Legrand Gilles;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;b623d85260f94447c3821e6470e6ce4a6bb9063d;2018-07-11T14:46:04+02:00;Une belle journée;Cesson-Sévigné;Dellal Gaby;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7999e9f94d0954b7ccdc06244b6ec51617e15c7d;2018-07-11T14:46:04+02:00;Three times;Cesson-Sévigné;Hou Hsiao-hsien;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3c6225b497634fba4f7365ae18523d8a4ac52ff1;2018-07-11T14:46:04+02:00;Chantrapas;Cesson-Sévigné;Iosseliani Otar;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;763f3fd88f64a234f07e57270460794deb4b2e2f;2018-07-11T14:46:04+02:00;A l'est d'Eden;Cesson-Sévigné;Kazan Elia;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;a9d141400ac5e47b6c98f158b725bd563add79f0;2018-07-11T14:46:04+02:00;Möbius;Cesson-Sévigné;Rochant Eric;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;b12f2b17fb5b79ab0aff208cbe064bb13f2a845c;2018-07-11T14:46:04+02:00;Autant en emporte le vent;Cesson-Sévigné;Fleming Victor;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3d5e38efcc4d3a39d290f2da16383fa47b9e4c81;2018-07-11T14:46:04+02:00;La Mélodie du bonheur;Cesson-Sévigné;Wise Robert;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f28f68b83d0cb4f9f333701500fd879271afbdc0;2018-07-11T14:46:04+02:00;Queen of Montreuil;Cesson-Sévigné;Anspach Solveig;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;fb50f1fb0786679d5a953d78d5a2c2e740f57c47;2018-07-11T14:46:04+02:00;Un air de famille;Cesson-Sévigné;Klapisch Cédric;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;fe1ef263474b5711a25dcc4538ca0483bfe9b605;2018-07-11T14:46:04+02:00;Monsieur Lazhar;Cesson-Sévigné;Falardeau Philippe;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;2bff9445cd7b4580951e302a561b705a2ad98757;2018-07-11T14:46:04+02:00;Les Affranchis;Cesson-Sévigné;Scorsese Martin;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;cd169dc63a6abcbaee078124f6a191ce6c6e0aa7;2018-07-11T14:46:04+02:00;Quai des brumes;Cesson-Sévigné;Carné Marcel;35051.0;6.0
